GWD,W,Sa,TWL,P,T,Hu,ELE
0.275919227,28.03516114,21.08775571,107.8515374,0.6,26.9,84,0.494
-0.128746376,21.07569422,37.56176362,117.3881254,29,21.4,100,0.494
-0.125243805,26.58441885,31.96923982,117.9796172,0,29.6,29,0.342
0.276932173,16.91018157,19.40585683,68.27920404,0,-3.9,70,0.559
-0.134676259,26.75745338,15.24181615,142.5657371,1,18.2,76,0.342
-0.128746376,13.72636617,32.55326426,100.188837,0,14.5,56,1.279
0.559,21.50019807,24.95701346,98.82316679,0,13,55,0.559
0.559,21.50019807,24.95701346,111.0250858,0,15,47,0.559
-0.41381295,23.2370933,22.883636,94.26731295,0,17,23,0.342
-0.535833333,20.31055901,21.8850182,44.51268528,0,3.9,52,0.135
-0.128746376,11.00452093,15.59969729,42.86213508,0,-0.9,39,0.494
-0.128746376,11.99351219,14.08364518,133.850606,0,22,38,0.494
-1.187937523,17.9788227,19.45963112,134.0279242,0,32.5,39,0.986
-0.980125586,19.31630282,29.42060727,119.022843,4,23,100,0.986
0.135,21.50019807,24.95701346,112.8405055,0,15.4,56,0.135
-0.128746376,21.50019807,24.95701346,73.16965297,0,22.6,49,0.494
0.04,21.50019807,24.95701346,78.89427231,0,18.5,34,0.04
-0.128746376,10.19994948,16.18053885,38.8211035,0,3.8,34,0.494
0.197138989,27.77090405,27.1277533,76.21918993,0,24.4,100,0.559
-0.128746376,24.24774716,41.86781494,81.75228251,0,-4.2,58,1.279
0.426770275,24.63556268,28.81443243,103.789799,0,31.2,67,0.559
-0.421089744,13.7132206,19.5822658,121.6028503,0,27.5,39,0.135
-0.128746376,12.53447349,28.37341079,109.9424865,0,27.5,50,1.279
-0.957679591,19.92102869,29.87354638,87.02343831,0,15.5,57,0.986
-0.128746376,12.37214659,21.36037617,123.7669967,0,21.3,75,0.494
0.127297316,27.15338719,26.93911467,40.02968632,0,3.5,74,0.687
-0.924106468,18.91894273,29.25626396,15.18543285,0,-1.3,97,0.986
0.302685766,27.45643864,23.43806966,108.5704271,0,5.6,16,0.494
0.376704122,23.71041058,19.6593869,123.2626099,0.4,22.4,100,0.687
-0.727462285,20.35014325,31.27755619,93.15806153,0,25,47,0.986
-0.128746376,15.28170888,32.4026444,175.1527358,120,23,100,1.279
-0.128746376,21.97622963,37.54175846,76.26022775,0,-13.7,38,1.279
-0.498518386,12.19595271,29.80682901,82.57562116,0,-0.9,90,0.135
-0.128746376,21.50019807,24.95701346,73.36827921,4,7.7,68,1.279
-0.498481453,19.37085355,28.81634288,128.7232649,0,29.2,47,0.135
-0.4,21.50019807,24.95701346,79.10193184,0,10.9,93,0.986
-0.217204646,23.86465647,31.92490855,96.32224741,0,30.6,73,0.342
0.399902788,24.35538492,21.45977193,77.38321773,0,-0.4,59,0.687
-0.128746376,9.611612134,29.16553192,64.32669323,0,26,49,1.279
-0.402835286,22.84053338,26.50911276,123.4312989,0,11.9,54,0.135
-0.128746376,9.603995946,28.45474703,127.0838683,0,30.6,68,1.279
-0.550357599,8.874691696,24.34557263,108.9848731,0,-1.5,38,0.135
0.350566744,28.79470244,30.02897389,143.8565737,0,18.5,50,0.687
0.416110347,22.58264877,15.2322922,123.3288029,0,25.7,90,0.559
0.135,21.50019807,24.95701346,88.4175589,0,28.4,34,0.135
-0.867019449,23.81454823,26.89316563,130.4302413,0,8.3,60,0.986
0.22116945,29.10456731,37.13599873,125.3407789,0,12.1,60,0.687
0.247332657,28.21182207,22.03345773,49.84521632,0,1.8,44,0.494
-0.128746376,21.50019807,24.95701346,91.59198777,0,6.5,83,0.342
0.060650019,28.1261848,32.85639436,63.69037155,0,15.8,100,0.687
-0.128746376,9.079963327,12.93877083,69.88569815,0,12.8,61,0.494
0.338271064,21.01382488,15.09005989,140.644248,0,20.3,64,0.559
0.452746174,26.31157389,29.03102266,99.96969912,0,28.3,79,0.559
-0.128746376,8.418785322,15.0289235,98.36239934,0,1.2,74,0.494
0.319485932,22.90723302,15.23272612,116.9740605,0,18.2,75,0.559
-0.498435853,23.77264403,27.95113158,111.8478189,0,15.6,93,0.135
-0.128746376,19.37938881,35.45083116,100.8374074,0,2.7,79,1.279
-0.074721219,27.05943917,24.11540235,111.6489299,0,17.7,34,0.04
-0.090234234,27.00686373,20.94939149,68.01908157,0,16.2,43,0.04
-0.128746376,17.37892986,42.88141026,70.27581256,0,17.2,27,1.279
-0.06856873,27.80806982,27.17238696,88.95681316,0,-2.5,56,0.04
-0.73956333,19.48488854,31.13283214,96.08080795,0.1,17.6,100,0.986
-0.153009009,28.58802323,20.89957418,91.90095847,0,15,75,0.04
-0.128746376,8.307314589,16.89312911,85.88806895,0,6.3,60,0.494
0.184325721,24.40837343,26.22177704,76.78330732,0,-2.7,34,0.687
-0.128746376,8.359543659,16.78813904,68.24583472,0,13.6,37,0.494
-0.498517337,8.902355078,18.71855058,76.85737251,0,13.1,47,0.135
-0.128746376,21.50019807,24.95701346,117.1035242,0,16.6,30,0.494
-0.038470081,27.67903658,27.42665183,114.8912719,0,25.7,91,0.342
-0.128746376,14.68800898,12.64447553,53.71138597,0,9.5,68,0.494
-0.968514228,15.84203397,21.18393266,131.578036,0,25.2,91,0.986
-0.128746376,9.725400222,15.52794494,118.1016705,0,18.5,22,0.494
-1.000054157,20.24653584,33.02653767,69.15094822,0,-5.4,48,0.986
-0.561524776,19.17873608,15.45057549,89.03093167,0,20.3,69,0.135
-0.128746376,22.78676095,37.83016223,90.06671538,0,-10.4,13,1.279
-0.128746376,15.3801644,41.00641026,122.2087199,0,9.6,55,1.279
0.462709104,27.5465214,20.38068523,117.0572565,1,21.8,100,0.687
0.364873326,27.94158319,21.80256308,79.91121521,0,23,65,0.494
0.418291909,27.88461538,22.33179619,103.037281,0,27.8,69,0.687
-0.512916667,14.79262673,22.90735213,26.02034877,0,2.3,32,0.135
-0.482078337,23.49640384,13.88324638,100.8391037,24,0.1,96,0.342
0.158144552,27.17704358,29.07408891,134.2768254,0,27.4,86,0.559
-0.128746376,21.59941112,37.2533547,58.73215273,0,-0.1,87,1.279
-0.128746376,18.95155,39.77688764,89.03093167,0,19.3,50,1.279
-0.177785786,28.27558582,22.49212888,123.7933954,0,10.5,62,0.04
-0.128746376,16.20283905,36.89378314,37.98848156,0,16.1,58,1.279
-0.541602564,19.4316947,23.48550991,111.8708532,0,30,65,0.135
-0.266243006,27.98299945,32.59846288,44.82909689,0,14.3,61,0.04
-0.128746376,10.36643259,16.02906907,97.30871079,0,-1.7,58,0.494
-0.128746376,20.31794734,37.88323594,130.2245706,0,21.1,97,0.494
-0.884557118,9.00703171,13.25599785,123.4805561,0,24.5,100,0.986
0.135,21.50019807,24.95701346,73.16965297,0,22.6,49,0.135
0.003184918,27.71670949,24.91685033,125.4067736,73,21.4,100,0.04
-0.341870504,23.49569463,15.83130776,78.26998807,0,20.9,15,0.342
0.343648898,24.57140241,22.10926332,96.56148289,0,-6.5,21,0.687
0.266093586,21.88199423,16.38872243,76.49542447,0,2.9,92,0.559
0.331765326,23.6104989,9.89463002,120.7228633,0,28.3,90,0.559
0.274915034,24.62482487,21.64696454,107.3248155,0,11.8,74,0.687
0.398403988,25.61298077,24.22502793,70.52641039,0,26.8,50,0.687
0.306929183,26.8442086,24.00785557,118.7813199,0,23.8,94,0.687
-0.55474359,18.06251252,23.43793791,60.65598095,0,16.1,65,0.135
0.327999445,24.04084902,28.81370942,122.0618301,41,27.8,84,0.559
-0.128746376,23.70558831,38.69537352,44.0195318,0,1.8,19,1.279
-0.128746376,10.03599668,17.04144429,77.73073809,0,19,32,0.494
0.087652719,18.81134512,20.70694057,85.51787139,0,12.3,62,0.559
-0.128746376,8.246346323,13.79658903,73.91878308,0.1,-4.5,95,0.494
-1.122145793,16.6707286,27.38486038,42.8655771,0,9.5,26,0.986
0.341395738,23.88098577,12.05831454,91.65799833,0,25.9,99,0.559
-0.417392133,21.4389433,34.0797116,159.5487893,0,28.1,86,0.135
0.195210846,27.32282536,23.28757782,165.9115594,0,27.8,63,0.494
0.346713072,24.8954621,18.68964135,101.9744464,0,13.4,70,0.687
-0.192877698,28.6066401,33.71669004,139.5835959,0,6,100,0.04
0.25591075,28.21267546,21.37004405,78.9456869,0,12.6,85,0.494
0.288143846,20.26034971,19.48650392,62.61622026,0,-3.5,79,0.559
-0.361229072,12.73725621,17.92254721,73.03838816,0,15.3,70,0.135
0.295003898,26.41428075,28.3248995,44.31758098,0,9.4,100,0.494
-0.336754596,18.96302294,13.82835536,95.39527994,0,-0.7,20,0.342
0.307625707,27.87246436,25.64019753,67.18206175,0,14.9,35,0.494
0.37673384,19.33146356,19.46351522,117.0430422,0,-10.4,13,0.559
0.11140366,24.36462507,26.6511225,100.6805958,0,23.8,16,0.687
-0.353381295,25.22874083,13.59176917,116.9330172,0,1.9,94,0.342
-0.128746376,16.68343375,15.09723874,84.67919474,0,-2.5,70,0.494
-0.128746376,10.1458456,16.03633261,105.6680299,0,-4.9,91,0.494
0.255910239,28.1585586,21.44213056,58.81682276,0,19.9,40,0.494
0.36607748,17.82110217,10.9764659,84.54279028,0,8.1,81,0.559
0.2817251,26.95519685,24.94189149,122.8789822,0,29,51,0.494
-0.267022921,27.45497964,31.35688178,98.50468754,0,0.8,98,0.04
-1.014691389,19.32202662,26.37383156,65.00549897,0,4.7,57,0.986
0.00224629,26.70476802,26.55998065,163.166237,7,25.3,98,0.04
-0.535259322,12.20797435,27.84526707,49.24983262,0,2.4,20,0.135
0.235071649,20.26028307,19.48668159,83.58323926,0,-1.4,81,0.559
-0.307307692,18.30004043,24.01947573,99.65276063,26,20.8,100,0.135
0.04,21.50019807,24.95701346,111.0250858,0,15,47,0.04
0.238647218,14.8551769,17.60257659,38.25132331,0,3.8,44,0.559
-0.128746376,10.20003283,16.32476744,98.9053633,0,-2.2,65,0.494
0.160157914,17.60691156,14.79479782,26.80205871,0,10,17,0.559
-0.128746376,21.50019807,24.95701346,125.3375104,0,12.1,44,0.494
0.127297316,27.15338719,26.93911467,40.02968632,0,3.5,74,0.687
-0.128746376,12.53442316,28.37345554,119.9722982,0,18,100,1.279
-0.283597122,27.06498114,28.08845107,24.27452844,0,4,46,0.04
0.27868573,18.91109107,20.63235255,56.75738263,0,-9.6,54,0.559
0.352614049,17.55107788,11.76937006,84.2606186,0,12.8,43,0.559
0.307336997,20.47285113,14.80145546,137.2643153,0,17.1,54,0.559
-0.370647482,19.34127828,13.82798902,48.72606143,0,-0.4,68,0.342
0.356945143,26.30404359,24.04773338,103.6484894,0,25.1,76,0.687
0.494,21.50019807,24.95701346,80.23139984,0,13.5,29,0.494
-0.031770071,27.88597951,26.95579662,55.61050614,0,5,37,0.04
0.340172604,27.34612558,21.37004405,89.75934413,0,26.8,37,0.494
0.135,21.50019807,24.95701346,148.2771721,0,16.8,36,0.135
-0.128746376,14.73497361,37.76121795,115.8311894,0,28.7,79,1.279
-0.128746376,13.34498562,31.46948409,129.7264539,0,34.9,21,1.279
-0.128746376,20.60785079,40.90825339,47.72955977,0,1.1,56,0.494
-0.966461054,16.04300788,31.06472603,80.68587012,0,-10,88,0.986
0.125874936,28.04351976,28.86887168,87.02263285,0,9.1,50,0.687
0.353804367,15.6842877,20.22872797,106.7842742,0,12.3,36,0.559
-0.517193187,18.31384383,16.6059284,28.45207681,0,20.2,93,0.135
0.094162088,26.79647154,27.1277533,87.02343831,0,21.1,89,0.559
-0.128746376,11.88367751,19.05142662,106.8137052,0,28.8,31,0.494
0.333302348,20.85153276,15.01792508,91.83042568,0,19.8,66,0.559
-1.097518328,19.48962755,29.64736877,83.45331008,0,3.3,51,0.986
0.012362615,27.93336962,23.61851332,93.05724692,0,32.2,61,0.04
-0.487620277,20.46556711,33.75926297,150.5559355,16,25.8,99,0.135
0.542519419,24.58533654,23.55301571,98.88107018,0,21.3,99,0.687
-0.124236782,27.80833628,28.182359,95.33345937,0,-4.4,54,0.04
-0.128746376,13.99624437,31.54429607,127.2683706,0,18,72,1.279
-0.98693514,18.30014191,21.28966391,82.92532943,0,25.7,59,0.986
-0.487775407,12.19595271,29.87887936,42.86213508,0,-0.9,39,0.135
0.34413285,27.33075598,18.21679022,102.6948388,7,19.8,100,0.687
-0.330679456,22.57580534,20.90083465,47.51693129,0,3.9,48,0.342
0.04,21.50019807,24.95701346,97.83332633,0,7.7,72,0.04
0.095180438,22.41692531,19.87441341,89.65564213,0,14.1,55,0.687
0.217230522,25.38602157,24.05191609,105.0157894,0,10.2,47,0.687
0.363648019,20.68035001,19.08041477,104.9155439,0,14.7,35,0.559
-0.128746376,8.521518666,15.3777266,90.4824594,0,-2.8,78,0.494
-0.128746376,15.01529462,24.33246525,140.0446258,0,35.1,41,0.494
0.21518729,27.66959635,22.92768176,60.44903238,0,17.4,38,0.494
-1.02878845,19.60162059,24.03611121,96.3439598,0,28.7,55,0.986
-0.128746376,11.99353665,14.08365605,111.5391388,0,19.5,40,0.494
0.559,21.50019807,24.95701346,108.3620109,0,3.1,98,0.559
-0.128746376,15.65464186,34.36500653,92.76412714,0,0.6,44,1.279
0.365349922,27.41405392,23.6989024,88.78573898,0,6.9,34,0.494
0.408584054,24.15060963,20.57709251,137.3215419,0,28.8,84,0.494
-0.533318877,18.69098879,18.25811041,66.76039435,0,14.3,100,0.135
-0.936476266,15.05716161,13.36929481,110.5397481,0,26.9,69,0.986
-0.128746376,19.61205109,38.98377729,59.13015444,0,0.6,98,1.279
0.270340783,28.37506679,21.13776532,86.30245124,0,10.6,41,0.494
0.271483347,18.64009937,19.19182412,95.39898845,0,2,37,0.559
0.460754205,25.18028846,27.12935153,63.97198428,0,27.2,73,0.687
-0.870711405,20.89044191,25.79654092,43.87425892,0,5.3,58,0.986
0.2602181,21.60889601,17.11213518,60.74759287,0,14,44,0.559
0.298723704,27.23961685,23.63971537,59.76710936,0,3.2,78,0.494
-0.128746376,9.205905486,13.87577332,67.37163156,0,10.7,28,0.494
-0.334487311,27.6261185,32.04147722,75.86109612,0,33.5,53,0.342
-0.468706448,26.75415748,31.04434005,83.03093911,0,13.5,76,0.342
-0.472532051,21.2721182,25.39555378,103.6911645,0,12.1,64,0.135
0.273661037,27.23718788,22.16334244,97.48530869,0.1,9.5,49,0.494
-0.128746376,21.50019807,24.95701346,73.21206724,0,18.4,31,1.279
-0.18647482,26.76753117,33.07872587,132.8555292,0,33.6,64,0.342
-0.365961538,19.04380976,23.9160429,112.2108821,7,24.8,90,0.135
-1.065252022,19.76451101,24.64114193,92.75671663,0,8.6,100,0.986
-0.524427272,21.88083202,27.95113158,142.2178805,0,20.3,64,0.135
0.342524483,21.77335371,14.58744516,89.17729066,0,11.5,67,0.559
-0.895199616,19.32084117,27.73834405,92.04513749,0,17,100,0.986
-0.390160256,14.30897235,18.64363048,96.45418327,0,21.5,49,0.135
0.083293308,20.36057726,22.55426512,95.0202215,0,5.3,100,0.559
0.229967115,25.76387858,24.62436331,86.95824935,4,19.2,95,0.687
-0.852046922,20.89067575,26.51753939,89.88033462,0,-3.7,62,0.986
0.283971532,22.48810578,14.44428886,119.6969423,0,10.5,73,0.559
0.360664214,17.66865273,14.44829729,110.3162619,0,-3.5,78,0.559
-0.128746376,15.54504589,42.44871795,120.2176093,0,25.6,100,1.279
0.352687341,23.07213205,17.83011749,77.26344438,0.9,12.7,94,0.559
-0.128746376,12.20759909,18.29788785,111.0614401,0,20.8,100,0.494
0.074382074,18.96332962,18.83368894,81.86080005,0,7.8,100,0.559
-0.128746376,10.69080706,16.02894633,75.68773793,0,7.6,67,0.494
-1.289990269,15.92134561,27.09893552,53.06554723,0,13.1,89,0.986
-0.400597227,22.19198873,26.5812137,74.71246006,0,20.9,43,0.135
-0.499122933,18.55490444,17.8341021,50.4046767,1,22.9,92,0.135
-0.128746376,14.46459076,37.61698718,135.7976908,0,28.4,80,1.279
0.261175346,27.66099091,23.34702681,30.72461467,0,3.4,34,0.494
-0.489038462,14.42596674,24.69100201,79.48953995,0,3.3,22,0.135
0.559,21.50019807,24.95701346,100.3213943,0,26.2,21,0.559
-0.399823789,27.80886727,30.93758723,68.36635996,2,15.6,100,0.342
-0.128746376,14.70690658,44.61217949,115.9403548,0,8.6,94,1.279
0.207420787,14.81367675,14.83416794,59.29211132,0,1.2,69,0.559
-0.128746376,9.204721243,15.02835609,65.3324005,2,13.2,96,0.494
-0.441790568,21.83341636,12.89629125,40.98188785,0,-2,81,0.342
-0.128746376,15.9366533,25.47230505,109.2498326,0,28.7,47,0.494
0.135,21.50019807,24.95701346,104.7449302,0,29,26,0.135
-0.055218612,25.62150254,27.49936753,145.0350288,0,28.2,72,0.04
0.355317856,26.45829957,27.45004447,109.3514322,0,23,79,0.494
0.393540363,26.04478108,22.00280336,132.8555292,0,33.6,64,0.494
0.28059128,27.98240239,25.64795175,107.1271749,0,32.5,39,0.687
-0.149648281,28.79169993,33.42817071,44.51268528,0,21,98,0.04
-0.128746376,18.89741851,39.92108953,92.65126554,0,14.4,77,1.279
-0.128746376,16.46405034,33.57095826,93.026142,0,3,14,1.279
-1.088309581,16.0500329,29.02879076,104.8115827,0,-4.6,32,0.986
0.350541561,24.57139426,22.18140466,99.78777819,0,-5.5,18,0.687
0.117188245,26.91898726,27.15545071,81.50635355,0,7.2,50,0.687
-0.185395683,28.84112619,32.49048287,116.6102127,0,3.4,100,0.04
-1.014691389,19.32202662,26.37383156,65.00549897,0,4.7,57,0.986
-0.128746376,9.204704955,15.02834522,77.26344438,0.9,12.7,94,0.494
0.011841155,27.62517547,24.8290966,113.2169043,0,29.7,76,0.04
-0.128746376,21.50019807,24.95701346,95.65949906,0,10.6,57,0.494
0.260308417,25.18553562,27.63235883,61.44862525,0,18.4,100,0.559
-0.543818231,24.95014024,27.95113158,90.08229814,0,17.8,98,0.135
-0.4,21.50019807,24.95701346,76.62245717,0,21.2,27,0.986
-0.128746376,9.740612198,28.60035133,122.8789822,2,22.2,100,1.279
0.037571225,28.6907334,32.91860174,81.86080005,0,7.8,100,0.687
0.071090468,28.91865269,32.79520035,39.70512629,0,8.3,100,0.687
-0.128746376,16.63526495,30.69034929,68.07549311,0,8.8,51,1.279
-0.020802246,26.97547265,26.12720165,121.2367474,0,29.6,68,0.04
-0.098499799,23.40185634,27.14238035,141.7862559,0,19.7,83,0.04
-0.892830699,21.21813475,27.52510711,125.6826636,0,4.7,69,0.986
0.416838062,25.28846154,24.89887807,123.2099526,0,21.5,73,0.687
-0.128746376,15.96241589,38.95858621,87.31926824,0,18.4,100,0.494
-0.128746376,17.56310553,44.50553036,100.1544287,0,9.7,42,0.494
0.350920074,15.684304,20.22867039,88.47596082,0,16,28,0.559
0.232586958,16.25478934,14.5077747,84.85484247,0,4,24,0.559
-0.383484181,28.40305315,30.10096803,92.66986886,0,13.6,100,0.342
-0.082960289,27.26375245,23.46741303,80.85578281,0,10.3,89,0.04
-0.486955128,14.14345822,25.1953621,68.1457094,0,-4,70,0.135
0.24145832,21.55479864,17.11210131,118.5718905,0,15.6,55,0.559
-0.566121795,19.18098123,22.95654735,105.0095363,27,23.1,95,0.135
-0.175911912,28.80432606,19.30888912,142.2178805,0,20.3,64,0.04
-1.101365759,16.30216074,19.42934634,143.2111554,0,19.4,84,0.986
-0.128746376,9.740963012,28.96054406,125.7531703,18,28.9,62,1.279
-0.128746376,16.64117209,30.32285266,98.09895795,0,29.2,74,1.279
0.229429258,19.50449877,18.11295846,54.49920084,0,1.3,54,0.559
-1.274315082,17.68145775,28.24471034,126.5300082,0,7.5,76,0.986
-0.215014753,28.37172041,21.701417,112.8040487,0,18.8,34,0.04
0.366249742,22.24604288,12.96420498,109.2341076,0.1,24.4,100,0.559
0.231246548,26.61612552,27.61013934,104.6380521,0,9.7,100,0.494
0.163595385,27.17702728,29.07408891,163.2052164,0.2,27.9,80,0.559
-0.253261261,27.72809032,30.8557919,103.9397118,0,-2.9,36,0.04
-0.309269269,27.52510345,31.61661433,90.87351131,0,1.4,46,0.04
-0.577739001,19.45063773,19.20494567,100.9733723,0,24.2,80,0.135
0.246526167,27.97444725,26.11592055,52.70583452,0,25.7,59,0.494
-0.132604605,28.15541758,25.93450557,114.9091689,0,28.5,81,0.04
-0.128746376,12.31290926,16.45306954,96.39483001,0,14.5,96,0.494
-0.924812474,21.00112482,26.44387694,71.9704586,0,16.2,66,0.986
0.687,21.50019807,24.95701346,136.1093199,0,11.8,67,0.687
0.224218587,20.90809469,15.23601874,107.7366218,0,5.4,41,0.559
0.227355337,22.01104431,15.98076538,125.6601855,15,24.7,100,0.687
-0.128746376,21.50019807,24.95701346,117.0567512,0,20,86,0.342
-0.442589928,19.8817852,13.82765529,84.48653177,0,-0.2,98,0.342
0.135,21.50019807,24.95701346,62.76700861,0,14.6,59,0.135
0.340771772,21.90342617,13.21267536,123.7669967,0,21.3,75,0.559
-0.254100719,27.88524347,27.60554625,130.7800278,0,14.8,100,0.342
-0.128746376,13.0213085,21.83338888,128.2535695,0,30.9,69,0.494
-0.574964029,24.36561195,19.08827677,40.86428765,0,7.2,54,0.342
-0.892420527,11.43386413,11.56197346,97.45468594,0,26.7,93,0.986
-0.441442308,19.445001,21.59726404,63.10128106,0,3.2,62,0.135
-0.128746376,10.90653777,14.87478881,114.4418077,23,-1.1,93,0.494
0.414761487,21.87938289,15.16426333,115.7177812,0,14,76,0.559
0.368474478,17.28087049,11.76897982,91.54255569,0,-0.7,61,0.559
-0.276322942,19.23415343,14.04579134,79.772514,0,-3.4,44,0.342
0.494,21.50019807,24.95701346,118.9414573,0,23.2,50,0.494
0.498445761,24.31490385,26.94638266,124.973367,17,22.7,100,0.687
0.147241887,27.74140829,27.50364745,84.85484247,2,13.8,100,0.494
-0.204540541,28.85840176,20.82285847,137.2643153,0,17.1,54,0.04
-0.128746376,12.09159185,36.45874807,40.04002625,0,12.2,62,1.279
-0.062126126,28.3571192,23.61281222,107.9531318,0,10.6,21,0.04
-1.175804161,18.79002156,20.50765998,126.324625,0.2,25.7,86,0.986
-0.298065548,19.07165025,14.04542308,29.321015,0,-11,87,0.342
-0.128746376,21.50019807,24.95701346,94.97730424,0,15.5,100,1.279
-0.328424424,28.03599561,32.19422817,35.20502756,0,-0.3,22,0.04
-0.292741807,26.52502503,27.5113693,61.85442134,0,-0.7,100,0.04
0.329123751,27.562784,21.75378627,93.94595769,0,5.8,44,0.494
-0.128746376,8.521617947,15.6662329,64.74073545,0,10.1,25,0.494
-0.486852601,19.43932719,16.40696976,68.39386605,0,17.8,42,0.135
0.291334042,23.40613104,16.0308211,102.9217365,0,7.3,86,0.559
0.494,21.50019807,24.95701346,112.8405055,0,15.4,56,0.494
0.225870196,20.40847352,20.84977332,131.2464936,0.3,18.5,67,0.559
0.334383874,17.81906685,13.83805729,86.78506648,0,-2.5,78,0.559
-0.89365754,19.05567333,30.66650058,118.0575025,0,22.3,29,0.986
-0.435783816,8.955872929,18.35734483,88.47596082,0,16,28,0.135
0.217907248,26.7989016,29.63536688,61.2873106,0,12.2,62,0.687
0.559,21.50019807,24.95701346,62.34170106,0,13,74,0.559
-0.948716262,16.29090558,26.43510247,111.3428131,0.8,22,100,0.986
0.313093697,28.04886159,21.80570898,34.95113531,0,1.1,86,0.494
-0.5047497,28.93134783,29.48973233,84.32907348,0,14,41,0.342
-0.153425425,28.263569,24.70549272,134.0279242,17,24,98,0.04
0.256176424,24.90588706,27.94785033,119.3257876,0,30.1,75,0.559
0.217024033,21.23283063,16.38905605,61.44862525,0,4.9,57,0.559
-0.128746376,12.42492722,19.91721199,91.14019642,0,20.7,100,0.494
-0.128746376,16.74794822,29.32217073,115.7998439,0,9.8,55,1.279
0.331769721,26.86226296,21.52409993,96.76174804,0,5.2,44,0.494
-0.249097097,27.9213389,31.28984193,97.94669694,0,6.8,54,0.04
0.231430714,21.01624236,15.01978366,67.37163156,0,10.7,28,0.559
0.231006065,24.80168269,25.15009635,33.96110893,13,19.7,100,0.687
-0.234505406,24.29723068,31.34662014,63.10036019,0,31.8,54,0.342
-0.559070513,13.49428972,24.69229195,91.18497339,0,-5,57,0.135
-0.115423009,28.36892605,19.57914891,67.71870495,0,3.4,74,0.04
-0.128746376,19.33797367,31.26679369,120.9296862,0,2.8,92,1.279
0.251262321,22.85465061,14.44440006,47.83147514,0,18.1,63,0.559
-0.128746376,19.50186934,38.78601291,79.53102524,0,8.3,94,0.494
0.372366128,26.59191337,23.17177216,107.0617156,0,-7.6,93,0.494
0.180416857,25.01401682,25.56411572,70.4940239,0,25.5,30,0.559
-0.524331619,17.06769986,16.95778311,127.5218244,0,5.3,99,0.135
-0.85205051,20.89064221,26.50153613,78.0428648,0,-2.8,81,0.986
0.416110347,22.58264877,15.2322922,123.3288029,0,25.7,90,0.559
0.543162657,27.54668859,19.58725706,103.6556666,0,21,100,0.687
-0.390160256,15.06282553,19.69575828,93.75328103,0,19,100,0.135
-0.103021583,27.36749497,32.8608889,128.0022971,0.4,24,99,0.342
0.288021786,26.31393606,19.58654857,83.58323926,0,-1.4,81,0.494
0.687,21.50019807,24.95701346,82.38709258,0,22.7,25,0.687
-0.44221088,19.23312143,29.82575606,123.3288029,0,25.7,90,0.135
0.135,21.50019807,24.95701346,104.2060892,0,18.9,29,0.135
-0.542062764,23.83907362,27.84698578,81.89550963,0,19.3,99,0.135
-0.582147436,13.5483871,23.68372829,106.6264357,0,1.7,94,0.135
0.286027009,28.45024228,21.33800561,112.963233,0,21.3,75,0.494
-0.128746376,20.69621131,38.74956038,93.75328103,0,26.8,92,0.494
-0.554605292,18.20400139,17.57645953,80.72720594,0,10.9,67,0.135
-0.128746376,9.333266589,28.38295803,73.34410385,2,25.4,98,1.279
0.490585726,24.15264423,27.95603707,118.6624615,0,19,100,0.687
0.275664962,27.67040617,22.55023388,61.51449839,0,16.3,62,0.494
-0.128746376,15.49254127,39.09134615,165.9115594,0.1,27.2,90,1.279
-0.513159239,17.82602175,17.68305388,115.7177812,0,25.1,74,0.135
-0.077537104,27.86962063,24.97867597,78.87582437,0,9.4,41,0.04
-0.866809334,14.47434591,12.93554404,107.4383933,0,26.5,88,0.986
0.144624381,21.71298755,22.55426512,61.1139638,3,13,100,0.559
-0.128746376,11.34619203,15.81529349,65.46253447,0,17.4,25,0.494
-0.49387429,20.51964013,33.79130783,166.5089387,18,25.1,99,0.135
-0.128746376,21.50019807,24.95701346,111.685997,0,15.7,22,1.279
-0.924014253,10.55081767,14.01663163,79.98274899,0,24,100,0.986
-0.319168665,25.55340565,12.65390164,95.4643931,0,4.9,68,0.342
0.167514764,25.12620192,26.44952191,53.30008453,0,24.3,74,0.687
-0.357877805,20.68126738,30.69096735,98.17458945,0,22.4,89,0.135
-0.047226219,27.80616782,27.60429964,109.3303246,0.1,21.1,100,0.342
0.135,21.50019807,24.95701346,148.2771721,0,16.8,36,0.135
-0.128746376,21.50019807,24.95701346,76.62245717,0,21.2,27,1.279
-0.128746376,16.24931566,25.61664116,138.2857927,0,23.9,75,0.494
-0.128746376,20.93747894,37.88212407,106.946539,0,29.8,64,0.494
-0.319783784,27.54928937,32.40953418,70.96419189,0,3.9,34,0.04
-0.128746376,20.11631445,38.91167635,51.36121665,0,3.5,72,1.279
-0.612555221,22.31645477,36.81954737,148.6261007,0,28,88,0.135
0.377769154,26.59097856,22.28702377,73.39756373,0,-2.9,89,0.494
-0.107364621,23.34759207,27.43094633,144.5094034,0,29.9,46,0.04
-0.128746376,20.56419865,38.24425313,111.0181719,7,25.2,89,0.494
-0.128746376,10.63643667,11.13722041,77.4376807,0,12.5,87,0.494
0.337302372,27.77832822,21.69196638,107.3202966,0,2.8,69,0.494
-0.128746376,14.35643608,37.61698718,73.34410385,0,27,97,1.279
0.353031459,22.47445402,16.17230827,90.74521827,2,19.6,78,0.559
0.332652983,27.83243202,21.72355555,110.2248665,0,-4.5,94,0.494
